cidade;estado;area;num_quartos;num_banheiros;garagem;num_andares;aceita_animais;mobilia;valor_aluguel;valor_condominio;valor_iptu;valor_seguro_incendio
Rio De Janeiro;RJ;70;2;2;0;2;Sim;Nao;2140;950;125;28
Sao Paulo;SP;40;1;1;0;1;Nao;Nao;850;180;41;13
Porto Alegre;RS;22;1;1;0;6;Sim;Nao;800;180;20;12
Sao Paulo;SP;299;4;5;4;8;Sim;Nao;6300;3103;1096;80
Sao Paulo;SP;73;3;2;2;14;Sim;Nao;2520;550;192;32
Sao Paulo;SP;440;6;7;0;1;Sim;Nao;5950;0;2320;90
Sao Paulo;SP;330;4;5;5;13;Sim;Nao;3911;4913;2176;50
Porto Alegre;RS;600;3;4;4;1;Sim;Nao;3300;0;186;59
Rio De Janeiro;RJ;195;3;3;0;8;Sim;Sim;10000;1300;375;129
Sao Paulo;SP;62;3;2;1;9;Sim;Nao;2000;500;125;26
Sao Paulo;SP;230;3;6;5;18;Sim;Sim;11050;2200;1500;141
Sao Paulo;SP;64;2;1;1;9;Sim;Nao;1090;400;25;14
Campinas;SP;60;2;1;1;3;Sim;Nao;1400;470;26;18
Rio De Janeiro;RJ;76;2;2;2;7;Nao;Nao;3300;1250;226;43
Sao Paulo;SP;230;3;3;1;3;Sim;Nao;5800;1580;589;74
Sao Paulo;SP;200;2;2;1;1;Sim;Nao;2300;0;92;35
Rio De Janeiro;RJ;25;1;1;0;2;Nao;Sim;1800;0;40;24
Sao Paulo;SP;90;2;1;1;2;Sim;Nao;3000;1000;50;39
Belo Horizonte;MG;100;3;3;2;2;Sim;Nao;3000;1200;305;40
Sao Paulo;SP;382;4;4;4;5;Sim;Nao;3200;2190;710;41
Sao Paulo;SP;68;3;1;1;9;Sim;Nao;1450;430;0;19
Belo Horizonte;MG;120;4;2;0;1;Sim;Nao;1800;0;60;30
Sao Paulo;SP;85;2;1;1;1;Sim;Nao;1600;400;0;21
Sao Paulo;SP;108;3;2;2;3;Nao;Nao;3000;823;350;39
Rio De Janeiro;RJ;100;3;2;0;3;Nao;Sim;2900;1250;259;38
Sao Paulo;SP;42;1;1;0;10;Sim;Sim;1700;420;0;22
Porto Alegre;RS;336;3;4;3;1;Sim;Nao;12500;2000;500;183
Belo Horizonte;MG;200;4;3;2;1;Sim;Nao;13000;0;236;214
Belo Horizonte;MG;50;2;1;0;1;Nao;Nao;750;0;59;13
Sao Paulo;SP;30;1;1;0;2;Sim;Nao;1550;300;125;20
Sao Paulo;SP;35;1;1;1;17;Sim;Nao;1950;350;84;25
Rio De Janeiro;RJ;100;2;2;0;1;Sim;Nao;2956;1550;310;39
Sao Paulo;SP;112;1;2;2;7;Sim;Sim;8389;0;0;107
Sao Paulo;SP;40;1;1;1;5;Sim;Sim;2156;766;123;28
Sao Paulo;SP;58;2;1;1;1;Sim;Nao;1900;1077;100;25
Sao Paulo;SP;250;3;4;4;15;Sim;Nao;4000;2530;1100;51
Porto Alegre;RS;62;2;1;0;1;Nao;Nao;1250;80;40;19
Sao Paulo;SP;65;2;2;0;2;Sim;Nao;2200;450;61;28
Belo Horizonte;MG;120;4;3;2;3;Sim;Nao;3250;0;0;44
Sao Paulo;SP;22;1;1;0;6;Nao;Nao;1800;470;62;23
Rio De Janeiro;RJ;35;1;1;0;7;Nao;Nao;1100;450;21;15
Sao Paulo;SP;102;3;2;1;4;Sim;Sim;3200;800;80;41
Sao Paulo;SP;500;4;5;6;1;Nao;Nao;7225;3;1209;109
Sao Paulo;SP;20;1;1;0;4;Sim;Sim;1800;602;130;23
Sao Paulo;SP;79;3;2;2;11;Sim;Nao;2600;1200;314;33
Sao Paulo;SP;23;1;1;0;26;Sim;Nao;2150;399;42;28
Sao Paulo;SP;360;3;5;3;13;Sim;Nao;8500;4300;1500;108
Campinas;SP;470;4;4;0;1;Sim;Sim;3700;690;723;56
Rio De Janeiro;RJ;70;2;1;1;15;Sim;Nao;1300;450;80;17
Sao Paulo;SP;450;5;5;6;1;Sim;Nao;9500;0;1345;143
Sao Paulo;SP;73;1;2;2;21;Sim;Sim;3500;1000;0;45
Sao Paulo;SP;204;4;5;3;10;Nao;Nao;8000;1900;417;102
Sao Paulo;SP;400;9;4;4;1;Sim;Nao;12000;100;500;181
Belo Horizonte;MG;115;2;2;1;2;Nao;Nao;1400;350;118;19
Sao Paulo;SP;111;3;4;2;1;Nao;Nao;4000;680;0;51
Campinas;SP;120;4;3;8;1;Sim;Nao;4500;0;500;68
Sao Paulo;SP;65;2;2;1;1;Sim;Nao;2300;643;63;30
Sao Paulo;SP;39;1;1;1;1;Sim;Sim;2500;1144;301;32
Porto Alegre;RS;70;2;1;0;3;Sim;Nao;1400;300;59;21
Sao Paulo;SP;35;1;1;0;15;Sim;Nao;1500;300;0;20
Sao Paulo;SP;60;2;3;2;6;Nao;Nao;1100;730;19;14
Campinas;SP;50;2;1;1;1;Sim;Nao;680;430;50;9
Sao Paulo;SP;221;3;5;4;9;Sim;Nao;10850;1554;643;138
Sao Paulo;SP;130;2;2;1;1;Sim;Nao;4300;1100;100;55
Sao Paulo;SP;310;4;3;3;11;Sim;Nao;8000;3500;0;102
Sao Paulo;SP;33;;1;0;16;Sim;Nao;1500;350;0;20
Belo Horizonte;MG;45;1;1;0;1;Nao;Nao;800;75;50;14
Campinas;SP;45;1;1;1;4;Nao;Nao;850;417;140;11
Sao Paulo;SP;105;2;1;2;10;Sim;Nao;2360;870;155;30
Belo Horizonte;MG;280;4;2;3;3;Nao;Nao;3500;1800;471;47
Sao Paulo;SP;50;1;1;1;6;Nao;Sim;2500;1450;342;32
Rio De Janeiro;RJ;30;1;1;0;2;Sim;Nao;1250;800;0;17
Sao Paulo;SP;50;2;1;1;1;Sim;Nao;1450;550;0;19
Porto Alegre;RS;70;2;1;1;8;Sim;Sim;1900;520;378;28
Belo Horizonte;MG;30;1;1;0;3;Nao;Nao;1500;0;0;20
Sao Paulo;SP;132;4;4;3;8;Sim;Nao;2400;2170;442;31
Rio De Janeiro;RJ;250;2;3;2;1;Sim;Nao;3500;0;349;54
Sao Paulo;SP;147;4;2;2;1;Sim;Nao;2100;0;128;32
Belo Horizonte;MG;159;3;3;3;7;Sim;Sim;7100;2000;150;95
Sao Paulo;SP;230;3;3;4;12;Sim;Sim;3200;2300;750;41
Campinas;SP;75;3;2;2;5;Sim;Nao;1450;480;75;19
Rio De Janeiro;RJ;250;7;3;0;1;Sim;Nao;15000;0;0;229
Sao Paulo;SP;620;4;5;5;8;Sim;Nao;15000;7963;5160;191
Sao Paulo;SP;118;3;2;4;1;Sim;Nao;2250;850;334;29
Porto Alegre;RS;440;3;3;3;8;Nao;Nao;10500;100;84;154
Porto Alegre;RS;55;2;1;0;3;Nao;Nao;1195;290;210;18
Sao Paulo;SP;482;4;4;4;1;Sim;Nao;9180;0;1250;138
Sao Paulo;SP;550;5;6;0;1;Sim;Sim;15000;0;1435;226
Sao Paulo;SP;55;2;1;1;6;Sim;Sim;3000;815;123;39
Rio De Janeiro;RJ;140;4;2;1;11;Sim;Nao;3500;2000;167;46
Rio De Janeiro;RJ;28;1;1;0;6;Sim;Sim;1850;580;59;24
Porto Alegre;RS;103;3;1;3;1;Sim;Sim;2200;0;670;40
Sao Paulo;SP;53;2;1;1;8;Sim;Nao;1270;380;31;17
Sao Paulo;SP;300;4;7;4;1;Sim;Nao;9800;3000;1405;125
Sao Paulo;SP;190;4;4;3;23;Sim;Sim;7110;1100;589;91
Sao Paulo;SP;99;2;1;1;1;Sim;Nao;3650;0;230;55
Sao Paulo;SP;84;3;2;2;10;Sim;Nao;1600;950;258;21
Sao Paulo;SP;161;4;3;3;1;Sim;Nao;3600;0;300;46
Sao Paulo;SP;53;2;1;1;5;Sim;Nao;950;690;12;13
Rio De Janeiro;RJ;16;1;1;0;9;Sim;Sim;1390;480;0;18
Sao Paulo;SP;36;1;1;1;1;Sim;Nao;3000;465;84;39
Rio De Janeiro;RJ;50;1;1;1;1;Sim;Nao;2300;806;132;30
Porto Alegre;RS;70;3;1;1;9;Nao;Nao;1800;325;0;27
Sao Paulo;SP;105;3;2;2;5;Sim;Nao;1000;1661;290;13
Sao Paulo;SP;30;1;1;0;7;Nao;Nao;1350;545;39;18
Sao Paulo;SP;216;4;4;3;3;Nao;Sim;8000;3500;1125;102
Belo Horizonte;MG;50;3;1;1;4;Sim;Nao;1250;210;0;17
Sao Paulo;SP;250;3;4;2;1;Nao;Nao;7000;2400;42;89
Sao Paulo;SP;230;3;3;2;1;Sim;Nao;2460;0;330;37
Sao Paulo;SP;157;3;2;0;7;Sim;Nao;4500;1325;347;58
Porto Alegre;RS;150;3;3;0;2;Nao;Sim;4740;1140;290;70
Sao Paulo;SP;110;3;2;0;1;Sim;Sim;2200;478;6;28
Sao Paulo;SP;193;4;3;3;10;Sim;Sim;13100;3000;898;166
Sao Paulo;SP;114;2;2;2;15;Sim;Sim;4998;1200;0;64
Porto Alegre;RS;92;2;2;1;8;Nao;Sim;1900;800;120;28
Sao Paulo;SP;75;3;3;0;12;Sim;Nao;2660;650;10;34
Sao Paulo;SP;270;2;2;3;1;Sim;Nao;1429;1;0;22
Campinas;SP;80;2;2;1;8;Sim;Sim;2000;860;34;26
Porto Alegre;RS;90;4;2;1;3;Nao;Nao;2142;400;212;32
Rio De Janeiro;RJ;130;3;3;1;2;Sim;Nao;2500;900;128;33
Sao Paulo;SP;40;1;1;0;1;Nao;Sim;860;0;59;13
Sao Paulo;SP;60;2;2;1;6;Sim;Nao;2127;650;23;27
Porto Alegre;RS;64;1;1;1;6;Sim;Nao;1500;400;400;22
Rio De Janeiro;RJ;80;2;1;1;3;Sim;Sim;8000;2500;325;104
Sao Paulo;SP;45;1;1;1;1;Nao;Nao;800;405;0;11
Sao Paulo;SP;60;2;2;1;22;Nao;Sim;4000;550;0;51
Sao Paulo;SP;277;3;2;1;11;Sim;Nao;7800;2332;601;99
Sao Paulo;SP;57;1;1;0;6;Sim;Sim;6000;300;17;77
Sao Paulo;SP;23;1;1;1;26;Sim;Nao;2300;472;59;30
Sao Paulo;SP;73;3;2;2;4;Sim;Nao;2500;650;236;32
Sao Paulo;SP;36;1;1;0;9;Sim;Nao;2150;385;40;28
Belo Horizonte;MG;88;2;3;2;8;Nao;Nao;1450;300;110;20
Sao Paulo;SP;197;4;3;1;3;Sim;Nao;2800;2640;514;36
Belo Horizonte;MG;175;3;2;2;9;Sim;Nao;2400;896;350;32
Sao Paulo;SP;400;4;4;4;9;Sim;Nao;9000;4700;1125;115
Sao Paulo;SP;260;3;4;3;1;Sim;Nao;5000;0;393;47
Rio De Janeiro;RJ;80;2;1;0;3;Nao;Nao;1100;450;0;15
Sao Paulo;SP;190;3;3;4;1;Sim;Sim;4500;1;0;68
Rio De Janeiro;RJ;65;1;1;0;1;Sim;Nao;1800;350;30;24
Sao Paulo;SP;50;1;1;0;1;Nao;Nao;1250;0;34;19
Sao Paulo;SP;136;3;3;2;8;Nao;Sim;8900;1535;482;113
Sao Paulo;SP;96;3;3;2;8;Sim;Nao;1710;866;90;22
Belo Horizonte;MG;155;4;1;2;4;Sim;Nao;3350;550;249;45
Sao Paulo;SP;384;5;5;3;13;Sim;Nao;8000;4000;1240;102
Rio De Janeiro;RJ;144;3;2;0;2;Sim;Sim;5500;1575;530;71
Sao Paulo;SP;135;3;3;2;7;Nao;Nao;13800;1500;375;175
Sao Paulo;SP;25;1;1;0;1;Nao;Nao;1000;0;84;16
Rio De Janeiro;RJ;55;2;1;0;4;Sim;Nao;2200;833;99;29
Sao Paulo;SP;250;3;3;2;1;Nao;Sim;7000;0;417;106
Sao Paulo;SP;66;2;1;1;5;Nao;Nao;2140;834;0;28
Belo Horizonte;MG;240;4;4;6;13;Nao;Nao;15000;1700;1085;200
Sao Paulo;SP;176;4;5;0;1;Sim;Sim;9500;1350;792;121
Rio De Janeiro;RJ;88;3;2;1;6;Sim;Nao;3500;1586;240;46
Rio De Janeiro;RJ;70;2;1;1;9;Sim;Nao;2600;700;30;34
Sao Paulo;SP;127;2;2;3;1;Sim;Nao;2600;0;133;40
Sao Paulo;SP;201;3;5;3;2;Nao;Sim;10000;2550;795;127
Campinas;SP;60;2;1;1;8;Nao;Sim;3250;500;156;42
Sao Paulo;SP;42;1;1;1;7;Nao;Sim;2800;743;209;36
Porto Alegre;RS;65;2;1;1;2;Sim;Nao;1400;135;22;21
Belo Horizonte;MG;20;1;1;1;1;Sim;Sim;1100;0;0;15
Rio De Janeiro;RJ;118;3;2;0;4;Nao;Nao;2550;1650;172;33
Sao Paulo;SP;98;3;5;1;10;Sim;Nao;5510;750;0;70
Sao Paulo;SP;505;3;5;0;12;Nao;Nao;8600;4906;2434;109
Rio De Janeiro;RJ;110;3;1;2;7;Sim;Nao;5000;1300;417;65
Porto Alegre;RS;75;2;2;1;3;Sim;Sim;2100;583;68;31
Sao Paulo;SP;50;1;1;0;1;Nao;Nao;750;0;0;12
Porto Alegre;RS;93;2;1;0;4;Nao;Nao;800;645;86;12
Sao Paulo;SP;230;4;6;4;12;Sim;Nao;3000;2850;2658;39
Belo Horizonte;MG;300;4;3;3;8;Sim;Nao;5000;2059;535;67
Belo Horizonte;MG;80;3;2;2;8;Sim;Nao;1450;230;140;20
Sao Paulo;SP;144;4;4;4;3;Sim;Nao;4900;1900;667;63
Sao Paulo;SP;299;3;3;3;1;Sim;Nao;1942;2689;316;25
Sao Paulo;SP;168;4;3;3;5;Sim;Nao;13000;2128;809;165
Rio De Janeiro;RJ;120;3;2;0;7;Sim;Nao;1450;1150;308;19
Sao Paulo;SP;135;3;2;1;1;Sim;Nao;2900;0;180;44
Rio De Janeiro;RJ;39;1;1;0;3;Sim;Nao;980;380;20;13
Sao Paulo;SP;211;2;2;2;1;Sim;Nao;4500;1;752;68
Porto Alegre;RS;160;2;3;2;1;Sim;Sim;5200;800;100;93
Sao Paulo;SP;60;2;1;1;5;Sim;Nao;1150;662;120;15
Campinas;SP;45;1;1;1;9;Nao;Sim;1900;492;83;25
Sao Paulo;SP;120;3;3;2;1;Sim;Nao;2900;0;375;44
Campinas;SP;136;4;5;3;6;Sim;Sim;3579;1253;218;46
Sao Paulo;SP;140;2;2;2;8;Sim;Sim;3990;880;394;51
Sao Paulo;SP;380;4;5;4;5;Sim;Sim;4080;4180;1509;52
Sao Paulo;SP;62;2;1;1;13;Sim;Nao;2200;543;59;28
Sao Paulo;SP;35;1;1;1;5;Nao;Sim;3290;444;124;42
Sao Paulo;SP;100;4;3;0;4;Sim;Sim;4280;1060;175;55
Campinas;SP;60;1;1;1;1;Sim;Nao;1300;0;30;20
Rio De Janeiro;RJ;95;2;1;0;1;Sim;Nao;2000;100;55;31
Sao Paulo;SP;25;1;1;0;1;Nao;Nao;1200;0;35;16
Belo Horizonte;MG;255;3;2;4;1;Nao;Nao;2800;0;250;46
Campinas;SP;180;3;3;3;7;Sim;Nao;7600;2400;477;97
Sao Paulo;SP;59;2;1;1;12;Sim;Nao;1510;480;0;20
Sao Paulo;SP;420;3;3;4;7;Sim;Nao;12000;8043;2936;153
Sao Paulo;SP;125;3;3;3;1;Sim;Nao;5000;2076;1165;64
Sao Paulo;SP;80;2;1;0;1;Sim;Nao;1800;0;209;23
Campinas;SP;37;1;1;0;4;Nao;Sim;742;382;0;10
Sao Paulo;SP;110;3;3;2;18;Sim;Nao;2200;1160;418;28
Sao Paulo;SP;150;4;2;2;1;Sim;Nao;3100;0;267;47
Rio De Janeiro;RJ;31;1;1;0;5;Nao;Nao;1750;630;50;23
Belo Horizonte;MG;100;3;2;1;5;Sim;Nao;1500;730;120;20
Sao Paulo;SP;100;2;2;0;1;Nao;Nao;1710;0;175;22
Rio De Janeiro;RJ;56;2;2;0;1;Nao;Sim;2500;610;84;33
Belo Horizonte;MG;75;3;1;1;1;Nao;Nao;1100;160;80;15
Sao Paulo;SP;166;2;1;5;1;Sim;Sim;2200;0;200;34
Porto Alegre;RS;129;3;3;0;2;Sim;Nao;3800;1800;225;56
Sao Paulo;SP;80;3;1;0;1;Sim;Nao;6000;0;0;91
Sao Paulo;SP;204;3;2;2;2;Sim;Nao;7000;3550;764;89
Sao Paulo;SP;303;3;3;4;4;Sim;Sim;10250;4911;2470;130
Sao Paulo;SP;221;4;4;4;17;Nao;Nao;12830;3100;920;163
Porto Alegre;RS;75;3;1;0;3;Sim;Nao;1080;400;22;16
Campinas;SP;44;1;1;0;4;Sim;Nao;520;417;23;7
Sao Paulo;SP;50;2;1;1;8;Sim;Nao;1100;580;100;14
Sao Paulo;SP;95;3;3;2;16;Nao;Sim;3150;900;121;40
Porto Alegre;RS;75;2;1;0;10;Sim;Sim;1020;282;150;15
Sao Paulo;SP;48;1;1;1;6;Sim;Nao;2200;500;35;28
Belo Horizonte;MG;114;3;2;2;8;Nao;Nao;3500;784;308;47
Campinas;SP;75;2;2;2;6;Sim;Nao;2000;730;148;26
Sao Paulo;SP;220;3;3;2;14;Nao;Sim;6300;1499;468;80
Sao Paulo;SP;100;4;3;2;2;Sim;Nao;2500;1027;369;32
Rio De Janeiro;RJ;380;3;4;3;13;Nao;Sim;15000;3000;2500;194
Rio De Janeiro;RJ;50;1;1;0;8;Nao;Sim;1850;2300;35;24
Belo Horizonte;MG;50;2;1;0;1;Nao;Nao;1050;0;0;18
Rio De Janeiro;RJ;80;2;1;1;5;Sim;Nao;2400;1180;129;31
Belo Horizonte;MG;45;1;1;1;2;Nao;Sim;3000;300;0;40
Sao Paulo;SP;250;3;3;2;7;Sim;Nao;12750;3500;1084;162
Sao Paulo;SP;44;1;1;1;6;Nao;Nao;3300;308;149;42
Sao Paulo;SP;50;2;1;1;3;Sim;Nao;4500;700;125;58
Sao Paulo;SP;156;3;4;2;2;Sim;Nao;2000;1800;0;26
Sao Paulo;SP;42;1;1;1;2;Sim;Nao;2326;700;160;9
Campinas;SP;570;4;6;5;1;Sim;Nao;12000;0;817;181
Campinas;SP;67;2;1;0;1;Sim;Nao;880;0;41;14
Sao Paulo;SP;264;4;4;6;1;Sim;Nao;6440;0;574;97
Sao Paulo;SP;350;3;4;4;1;Sim;Nao;3100;0;2900;47
Sao Paulo;SP;54;2;2;1;12;Sim;Nao;2800;954;192;36
Rio De Janeiro;RJ;400;2;2;1;7;Sim;Nao;2300;700;6;30
Belo Horizonte;MG;420;4;3;8;1;Sim;Nao;6320;0;0;104
Belo Horizonte;MG;50;1;1;0;1;Sim;Nao;750;0;30;10
Sao Paulo;SP;93;2;1;1;1;Sim;Nao;2150;390;76;28
Sao Paulo;SP;350;4;4;2;1;Sim;Nao;10000;0;500;151
Sao Paulo;SP;135;3;3;2;14;Sim;Sim;2690;946;361;35
Sao Paulo;SP;32;1;1;0;1;Nao;Nao;1290;26;33;17
Rio De Janeiro;RJ;52;1;1;1;3;Sim;Sim;2390;584;117;31
Sao Paulo;SP;250;3;4;2;10;Sim;Nao;10000;2900;584;127
Sao Paulo;SP;60;1;2;2;6;Sim;Nao;3000;700;0;39
Campinas;SP;109;3;1;1;11;Sim;Nao;1150;903;146;15
Sao Paulo;SP;200;3;3;1;8;Sim;Nao;5800;1687;365;74
Sao Paulo;SP;38;1;1;1;13;Sim;Sim;2400;300;0;31
Porto Alegre;RS;30;1;1;1;1;Nao;Sim;1330;0;0;20
Sao Paulo;SP;215;3;4;4;10;Sim;Nao;12000;3313;1252;153
Sao Paulo;SP;340;4;;4;6;Sim;Nao;9600;5500;2167;122
Rio De Janeiro;RJ;30;1;1;0;4;Sim;Sim;2900;400;100;38
Sao Paulo;SP;850;4;4;8;1;Sim;Nao;12000;0;5834;181
Sao Paulo;SP;90;3;2;1;9;Sim;Nao;1800;1000;44;23
Sao Paulo;SP;180;3;4;4;22;Sim;Nao;12000;1545;818;153
Rio De Janeiro;RJ;60;1;1;1;1;Sim;Nao;2165;650;110;28
Sao Paulo;SP;50;2;1;1;7;Sim;Nao;1850;400;167;24
Sao Paulo;SP;280;3;3;2;1;Sim;Nao;3500;0;250;53
Sao Paulo;SP;48;1;1;1;3;Sim;Nao;3300;660;110;42
Sao Paulo;SP;42;1;1;0;6;Sim;Sim;1800;345;0;23
Campinas;SP;210;3;3;0;1;Sim;Nao;3050;0;300;46
Campinas;SP;70;2;2;1;1;Sim;Nao;1400;0;44;22
Belo Horizonte;MG;100;3;2;0;1;Nao;Nao;12000;0;236;197
Sao Paulo;SP;520;4;6;4;1;Sim;Nao;15000;0;2250;226
Sao Paulo;SP;253;3;3;4;3;Sim;Nao;4500;3172;1125;58
Belo Horizonte;MG;60;1;1;0;8;Sim;Nao;950;340;55;13
Sao Paulo;SP;210;3;2;3;1;Sim;Nao;2860;0;0;43
Sao Paulo;SP;66;2;1;1;3;Sim;Nao;1650;1141;166;21
Sao Paulo;SP;190;3;3;4;1;Sim;Sim;12500;1800;780;159
Sao Paulo;SP;17;1;1;0;1;Nao;Sim;2200;300;50;28
Rio De Janeiro;RJ;157;3;2;1;2;Sim;Nao;4500;2499;550;58
Belo Horizonte;MG;40;1;1;2;11;Sim;Nao;1600;488;126;22
Belo Horizonte;MG;100;3;2;2;11;Sim;Nao;1500;978;169;20
Campinas;SP;238;4;5;4;10;Sim;Sim;5000;1800;421;64
Belo Horizonte;MG;102;3;2;2;6;Sim;Nao;1100;1150;0;15
Campinas;SP;188;2;3;8;1;Sim;Nao;2930;0;584;45
Sao Paulo;SP;50;1;1;0;1;Nao;Nao;750;0;0;12
Sao Paulo;SP;250;3;3;2;3;Sim;Nao;9500;1900;500;121
Rio De Janeiro;RJ;139;2;2;1;10;Sim;Sim;1300;1000;234;17
Porto Alegre;RS;125;3;2;2;3;Sim;Sim;7700;1000;292;113
Sao Paulo;SP;40;1;1;0;1;Nao;Nao;1200;0;100;19
Sao Paulo;SP;65;2;2;1;15;Nao;Sim;7500;1072;165;96
Campinas;SP;68;3;2;2;9;Sim;Nao;1500;568;55;20
Sao Paulo;SP;85;2;1;0;1;Sim;Nao;3100;720;28;40
Sao Paulo;SP;200;2;5;2;2;Nao;Sim;15000;2448;937;191
Rio De Janeiro;RJ;94;3;1;1;7;Sim;Sim;2600;750;122;34
Porto Alegre;RS;38;1;1;1;9;Sim;Nao;2500;350;42;37
Campinas;SP;105;3;2;2;1;Sim;Nao;2000;0;121;31
Porto Alegre;RS;67;1;1;0;2;Sim;Nao;950;220;25;14
Sao Paulo;SP;104;3;3;2;3;Nao;Sim;9000;915;254;115
Sao Paulo;SP;50;2;1;1;12;Sim;Nao;1900;462;0;25
Rio De Janeiro;RJ;145;3;3;0;5;Sim;Nao;4500;1000;285;58
Sao Paulo;SP;225;3;2;2;1;Sim;Nao;2300;0;209;35
Sao Paulo;SP;20;1;1;0;6;Sim;Sim;1800;602;130;23
Sao Paulo;SP;170;4;5;3;14;Sim;Sim;5200;1927;709;66
Sao Paulo;SP;30;1;1;1;7;Nao;Nao;1630;1959;227;21
Belo Horizonte;MG;75;3;1;1;4;Sim;Nao;1100;263;61;15
Campinas;SP;75;2;2;1;11;Sim;Nao;1189;500;75;16
Sao Paulo;SP;250;4;4;3;6;Sim;Nao;6970;2360;1580;89
Sao Paulo;SP;120;3;2;0;1;Sim;Nao;2500;0;84;38
Rio De Janeiro;RJ;45;1;1;0;6;Sim;Nao;1901;560;80;25
Rio De Janeiro;RJ;225;4;4;3;7;Nao;Nao;7500;4799;1095;97
Sao Paulo;SP;245;4;5;4;19;Sim;Sim;7000;2863;750;89
Porto Alegre;RS;50;1;1;0;10;Sim;Nao;1350;250;0;20
Sao Paulo;SP;350;3;4;2;1;Sim;Sim;7000;0;507;106
Rio De Janeiro;RJ;117;3;4;1;2;Sim;Nao;4870;0;464;63
Belo Horizonte;MG;80;1;2;0;2;Sim;Nao;1100;150;68;15
Sao Paulo;SP;340;3;4;5;20;Sim;Nao;9800;4500;0;125
Sao Paulo;SP;60;2;1;0;3;Sim;Nao;1000;400;0;13
Sao Paulo;SP;250;3;2;8;1;Sim;Nao;5950;0;472;90
Sao Paulo;SP;45;1;1;0;1;Nao;Nao;1160;0;0;18
Sao Paulo;SP;57;2;1;1;3;Sim;Nao;1100;625;3;14
Sao Paulo;SP;30;1;1;1;8;Nao;Sim;3500;658;123;45
Campinas;SP;70;2;2;1;9;Sim;Nao;1500;300;95;20
Sao Paulo;SP;55;2;2;1;5;Sim;Nao;1850;380;0;24
Sao Paulo;SP;35;1;1;0;1;Nao;Nao;1800;0;101;28
Sao Paulo;SP;75;3;2;2;3;Sim;Nao;2150;600;150;28
Sao Paulo;SP;156;3;3;5;1;Nao;Nao;4000;0;0;34
Belo Horizonte;MG;90;2;1;1;4;Sim;Nao;1500;400;0;20
Rio De Janeiro;RJ;90;3;2;2;2;Sim;Sim;2500;850;250;33
Rio De Janeiro;RJ;200;3;2;2;3;Sim;Nao;15000;1650;750;194
Sao Paulo;SP;86;2;1;1;1;Sim;Nao;2372;960;0;10
Sao Paulo;SP;60;1;1;1;19;Sim;Nao;3500;590;150;45
Porto Alegre;RS;50;1;1;0;1;Sim;Nao;990;190;10;15
Sao Paulo;SP;108;3;2;2;6;Sim;Nao;5600;1200;275;71
Sao Paulo;SP;48;1;1;1;3;Sim;Nao;2630;433;0;34
Sao Paulo;SP;100;3;2;1;9;Sim;Sim;6502;890;0;83
Campinas;SP;48;1;1;0;4;Nao;Nao;800;400;80;11
Porto Alegre;RS;67;2;1;1;8;Sim;Nao;1550;500;77;23
Rio De Janeiro;RJ;120;3;3;0;6;Nao;Sim;9240;1200;209;120
Sao Paulo;SP;250;4;4;3;1;Sim;Nao;3824;0;0;58
Sao Paulo;SP;49;1;1;1;5;Sim;Nao;1760;430;21;23
Sao Paulo;SP;140;1;2;2;1;Nao;Sim;4500;1400;334;58
Sao Paulo;SP;105;2;1;2;5;Sim;Sim;3120;1300;0;40
Porto Alegre;RS;60;2;1;1;3;Sim;Nao;920;435;30;14
Sao Paulo;SP;300;4;2;4;27;Sim;Nao;10040;2960;875;128
Sao Paulo;SP;93;2;2;1;2;Sim;Nao;2500;400;84;32
Sao Paulo;SP;72;2;2;1;1;Sim;Nao;2330;742;0;30
Campinas;SP;60;2;1;1;3;Sim;Nao;820;345;16;11
Sao Paulo;SP;250;3;4;4;1;Sim;Sim;4200;0;0;64
Rio De Janeiro;RJ;160;4;3;1;4;Sim;Sim;6300;1900;667;82
Sao Paulo;SP;104;2;2;1;6;Nao;Sim;4000;1100;10;51
Porto Alegre;RS;66;2;1;1;1;Sim;Nao;1000;270;38;15
Belo Horizonte;MG;148;2;3;3;12;Sim;Nao;15000;870;685;200
Sao Paulo;SP;1000;4;2;8;1;Sim;Nao;15000;0;2334;226
Campinas;SP;120;4;2;1;1;Sim;Nao;1500;0;0;23
Porto Alegre;RS;100;3;3;1;5;Nao;Nao;3500;700;84;52
Rio De Janeiro;RJ;114;2;2;1;7;Nao;Nao;3600;1450;350;47
Sao Paulo;SP;153;3;4;3;17;Sim;Sim;6300;2000;534;80
Sao Paulo;SP;164;3;4;2;13;Sim;Nao;12500;2900;915;159
Sao Paulo;SP;65;2;2;1;1;Sim;Nao;2040;0;0;31
Campinas;SP;270;4;5;0;1;Nao;Nao;5500;0;357;83
Sao Paulo;SP;225;4;6;4;4;Sim;Nao;4500;2800;742;58
Rio De Janeiro;RJ;124;4;2;1;2;Sim;Nao;5900;1812;395;77
Sao Paulo;SP;68;3;1;2;4;Sim;Nao;882;990;20;12
Sao Paulo;SP;96;3;3;2;1;Sim;Nao;5100;948;296;65
Sao Paulo;SP;210;4;4;3;1;Sim;Sim;4700;0;375;71
Sao Paulo;SP;750;4;5;6;1;Sim;Nao;13000;0;1500;196
Sao Paulo;SP;70;2;2;2;11;Nao;Sim;2954;2847;590;38
Rio De Janeiro;RJ;15;1;1;0;1;Sim;Nao;700;0;0;10
